gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
GATA13;GAD3,-0.25624298812665897,-0.2770368688095335,-0.26447031344411215,-0.2628656118518114,-0.22815736240781548,-0.23693674194589895,-0.2801162100592627,-0.2684493222141917
ARF23,-0.2657028112066478,-0.28790463538240146,-0.22264057015914052,-0.2959228823568985,-0.2754499570503876,-0.2960458922073686,-0.30012229760947373,-0.29621463828464684
GDU4,-0.16078477341040776,-0.2371883913756841,-0.19245415747926406,-0.2271637597063174,-0.22097902214956797,-0.1514623591937018,-0.2307678607687422,-0.1642225972727907
GCP1,-0.27129270666300487,-0.2933385186688355,-0.28732574018744717,-0.2910744826828191,-0.2767167229783136,-0.2990226120047088,-0.30056687733281173,-0.2932245273232133
GATA20,0.7894974541702909,1.2802235163610118,1.4100131213553198,2.01147459889818,1.2657819219262925,1.6358452562664207,1.4808640740826446,1.4850371773122473
MES15,-0.261832883583016,-0.2734142799519108,-0.26231414110983525,-0.27608852005384626,-0.23744697921260646,-0.2739331165699843,-0.21965336768529165,-0.274429544137059
MGH3,0.32123621171084255,0.536234329726756,0.07663614983849167,0.26605071622958193,0.37144517681050937,0.21212270176713682,0.26182647268978676,0.47053524396869245
MGP2,-0.2760226182029993,-0.25303721762778325,-0.2933630227234224,-0.29195600989628806,-0.28431731854586983,-0.2994478576900432,-0.2916752828660513,-0.2859628292740173
MIF3,-0.24549318917212615,-0.23854686219729263,-0.20668489488549152,-0.2950413551434295,-0.24209178761500194,-0.24841837544992543,-0.24099319440551675,-0.2863899879827935
MIOX1,-0.17282454823948445,-0.19643426672742906,-0.16571762053423064,-0.17030525443756755,-0.15721847044395734,-0.18930922518845575,-0.26099928195572775,-0.19027927850814094
MINE1,-0.22786351888669237,-0.26752757305827396,-0.282582161052038,-0.25316881250365253,-0.28262829730863515,-0.2560727977859431,-0.2498847888722772,-0.2782739725160451
