gene_symbol,35D-0H-16C-A,35D-0H-16C-B,35D-2H-16C-A,37D-2H-16C-B,40D-5H-16C-A,40D-5H-16C-B,44D-9H-16C-A,44D-9H-16C-B
AT2G23740,181.8,198.1,206.2,215.4,184.4,193.7,171.3,172.8
AT2G23810,238.7,333.2,324.0,402.9,281.3,339.7,299.1,391.3
AT2G23670,258.4,191.8,289.9,259.2,254.0,277.7,302.1,237.4
AT2G23800,2.9,10.1,6.8,4.4,9.6,3.6,16.9,8.9
AT2G23660,36.4,63.0,34.3,47.6,30.1,36.9,21.3,56.2
AT2G23780,221.3,250.4,196.4,218.7,230.8,213.6,277.3,255.9
AT2G23760,161.8,189.6,192.1,201.1,157.4,198.4,176.7,154.4
AT2G30150,89.9,70.0,139.7,146.9,157.3,120.4,156.3,134.9
AT2G30140,40.5,47.5,64.4,78.4,67.2,75.1,53.0,79.3
AT2G30110,1409.7,1181.4,1326.6,1060.8,1290.1,1058.9,1309.6,1083.7
AT2G30105,297.0,275.3,242.9,302.5,300.6,281.1,312.8,293.2
AT2G30090,8.0,7.7,6.0,3.2,3.7,3.3,7.9,2.9
AT2G30080,112.0,132.0,89.2,66.2,66.3,80.4,48.6,58.0
AT2G30070,104.4,86.0,102.1,100.5,93.3,92.9,109.6,115.2
AT2G30060,757.8,702.3,786.7,748.2,700.4,639.0,703.2,580.8
AT2G30210,21.9,17.0,33.4,10.9,8.8,25.7,27.7,22.7
AT2G30200,515.1,483.2,532.8,450.9,460.3,406.0,481.4,368.5
AT2G30160,183.7,200.2,175.8,168.4,158.4,180.9,178.3,196.2
AT2G30240,5.4,2.1,18.4,1.3,6.9,4.7,2.6,3.3
CHR23,1.2,4.8,1.6,2.2,1.5,3.1,1.1,3.3
AT2G30050,620.8,510.8,599.4,523.6,568.8,503.4,605.7,649.0
AT2G30250,19.9,20.6,22.7,26.4,30.6,34.8,24.9,32.4
AT2G30170,163.9,192.6,158.0,180.4,183.1,202.1,178.0,171.6
AT2G30120,40.7,67.0,55.9,55.1,45.9,71.5,34.7,63.6
mtACP3,14.1,23.0,6.9,15.4,15.3,25.0,7.2,10.9
scpl1,52.9,23.5,16.6,3.5,39.0,42.0,26.8,33.3
scpl41,1369.6,975.0,1305.8,1097.0,1286.3,1126.2,1417.6,1128.6
267252_at,19.1,22.7,37.3,25.9,26.8,27.0,37.4,30.6
iqd2,2.0,1.1,15.7,1.5,0.6,2.6,0.7,1.9
AT2G23030,16.4,15.6,13.1,13.1,19.7,21.0,1.7,4.1
emb2746,42.0,28.4,34.1,25.6,44.9,33.8,23.5,25.8
AT2G23000;AT2G23010,155.1,176.7,169.0,153.9,111.4,137.7,110.5,116.0
scpl42,145.8,189.1,192.1,195.6,177.2,197.0,175.2,203.5
AT2G23140,141.7,134.0,143.5,138.0,163.2,150.3,159.2,133.6
scpl47,1129.6,1177.1,1102.8,1281.1,1259.8,1413.7,1238.0,1370.9
EML2,43.8,43.2,63.9,41.7,31.9,49.3,45.1,44.8
AT2G23120,2177.5,1973.5,1442.5,1422.4,1546.4,1786.0,1792.2,2123.8
AT2G22990,37.3,55.6,20.8,41.0,15.3,31.2,37.2,26.9
AT2G23110,4.3,16.2,4.5,9.5,5.4,14.0,18.7,10.5
AT2G22970,11.7,16.1,4.5,13.8,11.9,26.9,16.1,27.4
AT2G22980,6.2,10.2,3.6,6.8,7.2,7.1,9.4,6.7
AT2G23150,432.6,404.2,369.2,329.2,361.3,341.3,415.7,475.6
AT2G02580,15.7,10.6,17.4,5.9,0.8,12.4,7.9,6.8
XYP1,412.5,416.0,363.5,368.6,435.5,391.5,398.2,372.3
AT2G02560,553.6,515.0,578.5,496.4,561.9,526.5,588.4,477.6
RGLG3,13.7,19.3,22.9,1.7,5.0,26.0,24.1,10.7
AT2G02540,184.2,179.4,169.6,163.2,205.2,165.3,254.1,151.4
267272_at,13.4,12.1,23.9,5.0,7.1,11.3,2.8,9.4
FACT,36.6,22.9,34.0,20.7,22.2,31.4,11.6,29.8
EXT11,1112.6,805.1,1091.1,953.4,1080.9,1030.1,1019.3,973.6
WAVH2,25.6,11.1,22.9,17.2,21.0,29.0,19.3,21.4
267241_at,3.1,11.3,4.0,18.3,16.2,3.9,14.9,21.4
TPR14,9.2,0.6,8.3,0.8,3.4,0.9,1.4,1.3
PLAT3,3.9,0.3,1.2,0.1,0.5,0.2,0.2,0.4
TPPJ,26.4,23.9,53.7,15.8,19.7,27.1,17.9,28.0
EC1.5,0.7,1.1,9.9,3.1,0.4,3.4,0.7,0.8
UMAMIT21,3.3,3.0,4.3,1.1,2.7,1.7,2.2,1.2
EMB3144,15.4,2.3,9.9,18.9,1.7,3.3,14.1,14.2
TIN1,2.7,2.7,7.2,6.7,7.4,1.0,1.5,13.5
GRXC1,6.9,1.7,7.8,4.5,4.1,2.3,4.5,3.8
EIP9,135.4,102.3,85.6,118.0,102.2,86.3,112.6,112.5
AT2G02500,409.0,346.7,462.5,341.4,382.2,314.9,395.7,279.1
AT2G02480,93.3,159.4,98.7,142.0,115.2,145.9,126.4,140.1
AT2G43880,20.2,13.4,16.5,24.4,20.6,35.6,32.6,20.0
AT2G43980,213.6,244.1,220.5,203.0,204.7,206.3,238.7,211.0
AT2G43990,78.6,66.4,55.3,53.6,56.7,73.7,38.9,65.9
AT2G44000,1.2,0.8,16.3,0.4,1.6,1.1,1.6,1.1
AT2G44010,3.0,3.5,6.5,2.4,2.8,3.3,4.1,3.8
AT2G44030,16.5,17.1,14.8,16.9,20.8,15.8,29.6,22.4
AT2G43890,1.6,4.3,6.9,16.9,2.9,6.9,3.3,19.6
AT5G38640;AT2G44070,87.5,210.3,85.3,119.0,103.1,217.5,100.2,178.3
SAUR20,119.7,129.8,170.3,171.4,209.8,215.0,296.6,269.1
AT2G43900,26.2,39.1,30.6,58.2,52.8,55.6,43.4,60.4
AT2G44190,150.9,213.4,156.2,172.7,158.2,195.4,173.3,167.7
AT2G43910;AT2G43920,303.3,268.6,374.0,379.7,398.7,410.4,482.0,449.3
AT2G43930,36.1,30.7,47.0,45.8,18.3,29.6,18.1,23.6
267235_at,135.6,165.7,168.7,170.4,177.5,165.6,189.7,164.3
AT2G44100,1913.2,2179.8,2035.5,2003.8,2297.8,2125.8,2081.0,2365.1
AT2G44040;AT3G59890,275.2,425.1,323.8,456.8,257.5,365.2,279.9,286.7
AT2G44130,39.1,31.7,65.1,52.6,38.1,56.4,47.5,26.3
AT2G44065,637.3,567.7,642.0,594.7,597.8,576.6,621.3,608.6
AT2G44060,1421.8,1388.8,1337.8,1380.4,1526.6,1539.8,1433.6,1511.4
AT2G44120,4542.5,4271.2,4689.5,4662.5,4163.6,4239.8,4128.2,4276.6
AT2G43970,323.5,400.6,486.9,563.5,644.9,624.4,539.1,625.1
AT2G44020,163.4,187.7,144.8,162.5,162.4,172.7,160.6,174.2
TSC10B,215.2,244.3,249.0,204.6,187.0,189.3,212.6,168.5
AT2G43950,282.2,345.0,297.6,344.3,269.9,339.6,280.4,346.5
AT2G44090,135.4,167.8,173.1,161.6,155.5,141.4,162.6,163.7
AT3G59970;AT2G44160,667.6,692.3,923.9,719.5,1044.9,680.6,714.1,683.1
AT2G44050,1017.3,855.7,1221.1,996.5,1043.0,883.2,1018.3,918.4
AT2G44180,476.6,375.6,487.2,512.6,418.9,482.0,496.2,494.3
AT2G44170,29.0,45.8,31.5,30.2,31.6,37.1,27.7,40.1
AT2G44110,1.6,2.1,5.7,2.3,14.7,1.3,2.5,5.4
AT2G30890,66.4,37.3,59.9,71.7,62.0,91.7,38.3,59.1
AT2G30900,5.2,9.7,21.2,18.8,11.3,8.4,10.9,14.4
AT2G31300;AT2G30910,164.2,197.5,183.8,219.1,189.9,196.8,173.1,212.5
AT2G30940,31.2,15.2,20.9,27.8,30.0,41.2,4.9,30.7
AT2G30950,570.6,511.0,532.4,542.2,474.4,502.5,508.5,406.1
AT2G30960,61.8,50.4,54.9,49.9,50.0,43.7,62.1,33.1
AT2G30810,9.6,2.1,21.5,6.4,19.7,27.3,8.9,23.5
AT2G30990,99.0,176.9,112.8,164.0,128.4,168.7,78.5,139.7
AT2G31010,91.3,86.1,71.5,75.1,59.4,74.9,75.5,67.2
AT2G31020;AT2G31030,9.4,5.0,2.9,12.9,10.8,7.5,1.9,8.9
AT2G31035,1.1,0.2,0.4,0.2,0.4,0.1,0.5,5.1
AT2G31050,63.5,40.8,63.7,57.4,37.0,56.6,43.2,67.5
AT2G30820,65.1,72.8,88.8,78.9,65.8,104.3,92.6,87.3
AT2G30830,30.1,7.1,25.8,3.8,23.0,11.2,11.8,13.5
AT2G30840,11.5,18.4,1.5,22.1,1.8,19.4,15.4,27.7
AT2G30980,628.2,734.3,694.3,703.7,670.6,698.2,647.6,676.5
AT2G30930,3.6,13.2,38.4,15.1,52.3,28.8,74.1,54.8
AT2G30920,140.8,154.7,178.7,150.0,142.0,137.0,157.7,156.4
ABCG23,435.7,499.6,560.3,535.3,462.9,502.4,478.6,475.9
AT2G31040,278.8,290.7,175.5,195.1,199.3,244.5,224.9,202.2
AT2G30860,7546.9,6584.0,7380.1,6765.6,7893.9,8622.8,8432.3,9278.3
AT2G30870,1901.2,1651.5,2210.3,2080.4,2245.5,2124.9,2371.9,2426.5
AT2G30925,0.1,6.5,0.0,2.0,6.3,6.5,1.6,0.1
AT2G37610,4.8,3.3,2.6,1.0,0.9,0.4,0.9,13.4
NSH5,1634.7,1354.2,1428.4,1142.0,1344.2,1076.6,1524.1,1212.6
AT2G37640,123.6,144.9,97.0,84.4,95.6,95.1,114.2,155.0
AT2G37650,40.2,38.9,69.0,45.6,39.5,51.4,43.8,44.2
AT2G37670,10.6,4.2,6.4,2.7,3.7,15.5,3.5,8.7
267161_at,147.1,164.2,158.6,159.5,175.3,165.1,135.5,182.3
AT2G37690;AT2G05140,406.9,353.1,344.1,302.2,286.1,260.7,298.6,251.6
AT2G37520,90.5,69.5,67.9,59.1,90.8,44.7,88.5,62.3
AT2G37700,2.2,1.4,2.1,2.1,3.1,1.5,2.6,3.1
AT2G37710,301.1,265.9,526.2,394.7,573.9,373.2,567.7,463.7
AT2G37720,4.4,11.1,1.9,6.9,15.4,14.5,1.4,15.7
AT2G37740,21.9,2.4,4.4,10.8,1.7,19.8,4.4,24.0
AT2G37770,8.8,5.7,8.8,18.4,2.6,14.9,7.9,6.0
AT2G37540,60.4,48.6,51.3,51.2,37.7,57.6,52.0,44.7
AT2G37585,147.1,186.4,129.5,142.0,139.9,152.6,140.9,155.4
AT2G37590,121.2,150.9,100.3,130.4,84.7,107.9,92.9,127.3
AT2G37660,2417.9,1979.1,2120.7,1756.0,1889.0,1638.1,2051.1,1579.3
AT2G37560,228.5,208.5,210.8,213.4,211.8,207.2,203.1,177.2
AT2G37600,807.2,692.0,748.8,828.3,695.2,950.3,752.0,959.3
AT2G37620;AT3G53750,856.1,1033.9,944.2,1043.3,868.9,960.5,848.0,1005.2
AT2G37730,15.5,20.3,28.4,16.2,18.4,28.5,24.6,21.3
AT2G37580,34.1,30.2,23.6,28.5,33.6,22.3,29.9,30.6
AT2G37750,3.3,3.6,18.0,4.2,1.8,3.1,2.3,0.9
TRM28,174.4,234.7,208.2,219.1,222.5,206.3,189.0,283.9
AT2G37570,250.3,222.2,234.5,215.8,234.2,199.0,241.8,200.3
AT2G37760,8.0,28.1,44.3,26.7,29.7,26.8,28.5,32.4
AT2G23360,132.8,161.1,139.8,127.8,139.1,188.3,171.1,176.1
AT2G23470,91.9,110.5,84.0,88.8,71.8,69.6,55.0,83.2
AT2G04310;AT2G23500;AT3G29695;AT2G12083,7.8,1.4,0.9,2.0,8.9,4.7,6.1,4.9
AT2G23510,1.2,1.9,12.8,2.3,0.9,1.9,1.2,1.1
AT2G23530,68.9,122.1,62.0,76.7,64.1,73.9,66.4,103.0
AT2G23540,0.7,1.5,1.2,0.7,0.4,0.5,0.4,0.8
AT2G23550,16.0,8.6,1.7,1.5,12.5,15.3,3.3,5.4
AT2G23560,39.9,11.7,7.2,15.9,31.3,33.2,28.5,22.3
AT2G23570,4.7,5.0,7.1,11.8,8.7,5.4,21.3,11.6
AT2G23580,4.0,3.6,13.8,5.9,2.0,4.1,4.9,11.1
AT2G23600;AT2G23590,15.2,10.6,32.8,38.9,37.4,74.1,43.4,64.0
AT2G23610,188.4,155.1,178.2,172.0,201.5,207.2,236.3,205.0
AT2G23620,65.0,32.4,77.5,50.5,48.2,56.8,40.1,45.3
AT2G23380,182.1,167.6,147.6,164.6,155.2,154.3,195.1,183.5
AT2G23390,139.4,195.4,153.3,151.8,149.9,191.5,151.7,156.3
AT2G23400,0.7,0.4,5.2,1.0,0.3,0.4,0.8,4.3
AT2G23420,112.2,88.5,102.6,107.6,93.6,117.0,135.7,105.8
AT2G23440,4.5,2.3,10.3,2.2,1.0,1.6,2.4,17.5
AT2G23450,73.8,79.8,44.2,61.3,98.6,31.1,71.0,76.7
AT2G23430,9.3,5.3,9.7,14.2,16.3,15.4,7.7,13.8
AT2G23460,304.4,315.7,292.0,276.4,321.9,285.0,312.8,302.3
AT2G23410,10.9,10.7,11.5,11.1,4.9,19.7,16.0,3.0
AT2G38230;AT2G38210,47.6,41.5,39.6,36.4,40.7,52.5,59.1,41.1
AT2G38195;AT2G38220,1.8,1.1,2.1,0.7,4.1,1.4,0.9,1.4
AT2G38250,2.9,1.6,5.0,1.2,8.5,5.2,4.0,6.0
AT2G38090,30.4,47.6,40.6,71.0,89.9,93.6,38.4,79.8
EMP1,256.6,189.8,255.9,209.7,360.6,261.0,332.2,303.0
AT2G38100,13.0,15.2,19.6,25.2,30.7,34.1,26.9,10.5
AT2G38110,76.8,72.8,80.7,90.8,56.3,72.3,69.7,38.5
AT2G38130,255.4,282.3,262.7,334.1,311.9,319.0,290.7,317.1
AT2G38160,134.8,106.9,148.3,114.9,111.4,129.9,116.8,94.2
AT2G38240,23.7,8.0,34.2,15.3,20.1,9.9,40.2,33.4
AT2G38140,824.7,943.0,857.1,989.3,740.7,963.6,892.2,745.3
AT2G38300,13.7,0.8,1.3,0.8,0.7,1.0,0.7,1.7
AT2G38270,194.3,171.3,203.3,169.5,163.0,166.1,196.9,112.2
AT2G38185,47.5,48.2,85.8,56.0,59.1,74.6,65.1,75.8
AT2G38120,327.4,270.1,360.4,328.4,391.2,273.5,299.3,265.7
AT2G38170,297.2,344.6,392.0,367.0,294.1,355.4,360.5,315.9
AT2G38080,13.5,4.5,17.9,27.7,16.6,11.6,3.4,4.8
AT2G38280,831.0,784.5,825.1,735.2,753.5,664.7,769.1,635.1
AT2G38180,85.6,56.7,86.2,60.7,65.3,71.2,61.9,77.3
267097_at,14.5,31.5,15.0,10.8,2.6,4.7,9.3,3.9
AT2G41451,1.0,0.7,2.2,0.6,0.7,0.8,0.9,0.7
SAUR22,273.4,253.8,274.6,241.5,218.3,221.8,270.1,219.8
267100_at,2.6,4.0,4.0,5.8,3.9,17.4,18.2,5.2
AT2G41480,25.6,14.2,9.1,24.5,15.4,32.8,30.1,11.9
AT2G41500,398.3,364.8,383.4,332.2,392.0,346.0,412.3,371.6
AT2G41490,85.2,103.0,127.3,135.5,127.6,117.9,100.8,87.6
AT2G41430,1220.6,1206.7,1229.4,1196.1,1549.9,1537.1,1417.0,1462.3
267105_at,22.1,22.0,10.4,12.0,2.3,24.3,4.5,18.9
AT2G14720;AT2G14740,764.9,746.9,865.5,803.3,966.1,683.6,1030.9,772.1
PGL4,4.1,1.6,2.7,11.3,1.6,6.9,2.5,1.8
PHOT2,4.3,2.2,18.5,15.1,9.2,15.3,17.8,16.4
PHOS32,0.4,0.5,1.4,1.2,0.6,0.7,0.2,0.7
PHB7,47.6,56.0,49.5,53.3,59.1,64.5,50.7,64.1
AT1G27800;AT3G42750;AT2G14777;AT5G35650;AT2G05567,34.5,38.9,34.3,49.5,41.2,45.4,25.9,59.0
TPR16,293.2,265.1,303.9,280.6,263.3,283.1,315.4,317.1
PHT1;6,69.3,87.5,137.8,89.4,72.4,99.2,92.7,94.6
PHS1,420.9,340.7,361.8,347.5,400.1,296.6,439.4,365.4
AT2G32540;AT2G32530,20.1,9.7,22.4,1.9,10.5,5.4,18.2,17.7
AT2G32560,45.7,38.7,57.0,55.3,91.1,69.5,87.2,66.2
AT2G32590,301.7,348.3,261.0,292.3,221.1,270.6,265.1,268.8
AT2G32610,23.9,3.9,17.1,4.3,22.7,5.8,5.1,15.6
AT2G32620,35.3,19.3,41.2,23.4,24.5,38.0,22.6,34.0
AT2G32630,29.3,29.6,15.4,39.0,20.4,24.3,9.0,33.7
AT2G32460,14.7,19.4,30.6,14.8,21.2,27.0,10.5,42.4
AT2G32470,0.9,4.9,13.1,1.5,8.3,6.8,2.0,3.5
AT2G32500,131.8,140.4,102.7,126.6,95.5,109.9,109.7,96.9
AT2G32510,20.0,20.5,43.4,19.8,23.9,26.4,18.9,22.3
AT2G32520,586.6,666.2,745.6,929.8,887.1,953.9,797.7,922.7
AT2G32580,212.1,167.0,211.5,215.8,250.5,234.2,248.0,278.7
CASP5,264.4,299.7,289.6,323.5,262.1,244.6,210.1,270.4
AT2G32600,374.7,319.6,339.1,278.3,306.2,250.7,362.0,304.2
AT2G41120,19.4,19.8,10.8,18.0,18.4,25.8,23.2,13.0
AT2G41110,175.0,266.9,189.0,325.0,231.1,371.7,213.0,398.6
AT2G41080,138.8,129.7,146.0,140.6,133.2,120.3,120.6,152.9
AT2G41040,30.3,49.2,39.5,35.6,57.3,48.5,24.5,45.2
267067_at,100.4,99.0,70.6,91.1,69.8,96.7,100.5,104.9
AT2G41020,82.1,81.2,86.2,67.4,91.8,88.7,65.9,110.7
AT2G41010,37.6,21.4,78.5,55.0,103.9,50.6,56.2,59.7
AT2G41000,45.8,59.1,52.9,65.5,72.4,64.9,86.0,56.1
AT2G40980,215.0,211.2,187.6,179.9,196.0,185.9,202.1,197.6
267072_at,120.8,100.5,127.2,113.3,74.5,85.6,103.3,89.5
AT2G41160,279.1,253.1,280.1,273.2,272.4,286.0,278.2,305.0
AT4G15096;AT2G40955,2.0,0.9,1.5,1.8,1.8,1.6,1.9,2.0
AT2G41070,42.4,54.3,69.3,71.4,118.1,99.1,106.4,102.0
AT2G41090,357.6,338.6,844.3,1127.2,1355.6,1189.0,841.5,828.3
AT2G40970,36.5,9.9,63.0,42.3,58.8,60.1,45.3,43.1
AT2G40960,59.6,69.7,41.9,62.0,63.3,83.3,66.9,43.6
AT2G41200,41.3,37.8,44.7,40.1,34.0,52.8,51.8,35.0
AT2G41190,94.6,118.7,95.7,126.8,102.9,100.0,66.5,81.2
AT2G41210,59.8,54.1,86.5,47.6,47.2,41.2,65.6,48.9
AT2G41140,170.6,226.4,197.5,207.8,231.3,204.9,217.1,233.8
AT2G41100,29.2,29.5,326.8,213.7,242.8,343.0,279.3,400.7
AT2G41180,262.4,240.4,307.1,363.3,298.2,320.5,301.9,289.3
AT2G41060,183.9,103.3,114.7,111.6,139.6,98.7,125.8,117.1
AT2G38500,1.8,3.0,4.7,2.3,1.2,3.0,1.9,2.6
AT2G38410,121.9,98.6,96.9,84.1,121.6,115.1,118.9,106.9
AT2G38380;AT2G38390,13.5,13.0,23.4,18.3,27.7,30.3,29.1,20.1
AT2G38370,331.6,361.5,291.6,294.1,346.0,364.7,322.5,373.5
AT2G38360,185.6,186.5,174.9,172.9,201.9,175.4,159.4,143.7
AT2G38350,8.0,0.8,3.0,4.4,9.0,1.6,10.0,0.7
AT2G38340,0.9,0.5,3.3,5.6,7.3,0.8,4.7,1.9
AT2G38330,297.7,264.8,261.1,280.6,246.9,218.1,234.2,227.5
AT2G38470,58.0,55.7,74.3,61.3,90.6,89.0,93.9,101.3
AT2G38460,59.0,48.1,77.8,53.2,44.3,62.9,51.9,63.8
AT2G38440,359.5,299.7,357.8,298.5,426.5,284.0,480.4,328.3
AT2G38420,96.0,106.0,116.5,95.6,82.1,97.5,72.5,83.1
AT2G38490,1.7,5.1,6.9,10.5,7.6,1.6,9.0,14.3
AT2G38450,393.0,414.9,406.0,423.8,478.6,383.6,383.0,318.2
AT2G38310,418.8,332.2,410.3,403.3,654.9,571.4,663.5,626.4
XXT3,60.6,78.1,68.8,61.9,96.8,83.8,96.6,77.9
AT2G38465,10.5,3.8,10.7,6.1,3.7,8.1,8.5,12.9
AT2G38320,13.8,15.8,16.5,18.2,8.8,19.6,13.0,21.5
AT2G38480,13.8,28.6,40.4,36.4,25.0,33.2,28.7,28.5
AT2G34270,4.0,13.0,30.8,17.9,15.4,25.9,12.4,21.3
AT2G34300,271.8,281.3,277.2,335.8,311.9,318.5,306.8,310.1
AT2G34315,21.8,15.6,40.1,28.4,17.0,20.4,9.7,10.9
AT2G34320,15.0,6.6,6.9,16.5,3.1,16.0,10.3,3.6
AT2G34330,15.4,5.1,16.8,7.6,2.2,16.4,3.6,14.3
AT2G34357,260.2,263.9,313.9,357.8,319.2,308.5,306.4,263.8
AT2G34180,4.4,1.9,6.8,19.9,8.0,1.8,4.3,8.0
AT2G34360,30.5,18.6,39.0,12.1,30.8,14.4,20.5,30.6
AT2G34370,14.5,8.4,6.7,14.5,4.6,4.9,3.3,8.3
AT2G34200,57.2,74.4,104.7,72.1,71.9,67.1,69.9,78.9
267049_at,13.3,2.3,10.7,3.5,2.5,3.9,5.3,4.3
AT2G34230,25.1,8.9,7.2,8.9,17.9,6.9,17.4,6.2
AT2G34250,2286.0,2212.5,2370.9,2302.8,2276.3,1998.1,2101.7,2121.6
AT2G34390;AT2G29870,25.1,24.6,29.5,17.9,20.2,34.2,20.4,29.7
CYP84A4,3.0,3.1,10.7,8.2,2.6,6.8,2.0,13.4
AT2G34500,34.1,31.2,31.6,32.5,31.3,44.7,52.9,41.4
AT2G34490,69.1,69.2,70.2,75.7,104.0,85.6,111.1,99.2
266997_at,135.1,131.9,151.3,153.6,174.0,164.1,163.9,142.8
AT2G34400,33.2,44.5,48.7,42.6,40.8,62.4,45.1,39.8
AT2G34450,50.5,45.7,43.6,61.6,26.8,57.5,30.5,45.6
AT2G34310,160.0,152.1,196.1,196.8,229.6,260.2,202.8,251.2
AT2G34470,562.1,555.4,516.3,561.1,615.5,756.9,738.2,757.6
AT2G34430;AT2G34420,4074.1,3678.4,4228.2,3857.3,5122.9,5595.0,5060.0,4878.6
AT2G34340,37.2,18.2,59.1,48.7,49.1,41.7,45.0,56.3
AT2G34260,549.4,549.3,475.8,516.0,417.8,466.5,442.5,425.5
AT2G34460,225.8,206.0,252.2,257.7,222.0,236.6,210.0,157.3
AT2G34190,367.6,518.3,405.0,457.0,297.4,458.9,349.2,425.4
AT2G34480,8197.2,7029.1,8152.9,7364.2,7618.6,7839.0,6557.0,7374.3
AT2G39350,467.3,533.6,325.8,282.1,190.2,149.8,155.3,136.1
AT2G39260,209.0,164.9,160.7,164.6,163.4,166.0,116.9,144.3
AT2G39250,4.1,17.4,14.4,14.0,19.7,21.5,10.4,12.3
AT2G39230,105.9,136.6,122.5,116.0,133.8,107.3,104.0,99.9
AT2G39220,470.1,417.0,413.2,460.8,466.2,341.4,356.8,375.6
AT2G39180,37.6,56.0,65.1,56.1,45.8,65.8,46.8,66.0
AT2G39170,147.2,189.5,183.2,200.6,199.7,197.4,175.7,174.9
AT2G39340,393.7,343.3,380.7,312.9,377.3,341.6,414.2,344.5
AT2G39160,21.0,26.9,34.2,23.3,24.1,18.2,27.8,23.7
AT2G39140,37.9,84.2,59.8,99.8,61.9,98.0,53.5,86.0
AT2G39130,123.2,135.7,97.9,106.5,114.7,112.3,111.2,125.5
AT2G39320,21.4,5.1,23.5,19.0,21.5,19.5,15.8,22.7
AT2G39300,25.7,15.7,2.3,23.0,17.7,9.1,15.2,25.7
AT2G39280,58.0,102.0,71.9,107.3,118.3,131.8,87.2,101.6
AT2G39310,42.4,45.8,40.9,40.2,16.4,36.0,21.4,19.3
AT2G39330,100.6,150.3,74.7,104.5,277.4,332.0,534.9,542.3
AT2G39190,161.0,111.2,100.2,121.5,121.6,124.9,118.6,121.4
AT2G39290,337.9,355.5,325.9,306.1,291.6,312.0,318.8,255.5
AT2G39200,21.5,22.1,30.3,17.2,14.9,20.5,25.5,15.0
AT2G39210,71.5,67.5,183.0,212.0,192.8,177.3,146.8,184.7
AT2G39435,2.1,7.8,10.3,4.3,8.5,11.7,10.4,6.2
AT2G39450,458.3,493.7,536.2,521.6,544.2,573.8,570.2,644.0
AT2G39480,187.2,192.3,161.6,156.5,200.6,165.6,188.5,180.9
AT2G39510,44.1,29.1,53.7,52.8,41.4,62.6,69.2,97.4
AT2G39520,9.0,5.2,1.3,0.3,9.4,6.2,1.4,1.5
AT2G39530,9.1,3.0,21.5,2.2,1.3,9.4,5.7,3.2
AT2G39360,27.1,21.6,30.5,22.6,27.6,36.6,40.9,34.1
AT2G39540,23.4,25.0,22.2,15.7,27.1,35.3,21.4,16.4
AT2G39560,69.8,54.6,74.6,58.7,69.3,55.2,65.8,74.0
AT2G39580,146.9,134.0,113.7,121.7,132.4,123.5,121.1,115.8
AT2G39590,17.1,9.3,22.8,8.7,8.1,12.5,6.8,3.3
AT2G39620,35.9,33.8,48.7,29.8,27.1,24.2,25.8,36.0
AT2G39370,2.8,1.6,3.1,2.1,1.8,1.7,4.8,0.8
AT2G39380,22.3,29.4,23.8,17.4,12.0,45.0,30.7,23.6
AT2G39410,23.6,61.4,41.6,12.9,3.7,17.7,33.0,18.0
AT2G39420,15.2,31.9,39.7,48.2,53.3,50.2,46.6,45.1
AT2G39430,41.7,21.6,35.5,44.1,53.9,52.7,42.4,51.5
AT2G39470,140.0,83.7,150.4,114.7,118.6,124.6,165.6,119.6
AT2G39390,1294.4,1160.8,1312.2,1346.5,1173.7,1209.4,1126.1,1154.4
AT2G39460,5132.1,4633.7,5231.0,4841.8,5232.0,5093.0,4830.1,4783.7
AT2G39500,68.2,81.2,29.1,47.9,49.8,116.8,40.1,39.6
AT2G39400,23.0,22.8,36.3,19.7,20.6,32.9,17.1,23.2
AT2G39570,297.2,274.8,365.0,239.6,413.5,402.6,499.9,484.3
AT2G39550,125.6,120.0,137.4,102.7,127.9,148.3,105.3,122.1
AT2G39630,243.1,188.6,264.0,206.3,204.6,200.2,237.0,197.0
AT2G07690,426.6,489.5,382.9,384.2,362.6,363.2,395.8,353.9
266960_at,24.9,4.9,17.3,26.0,4.9,27.9,5.4,6.3
FTSZ1-1,1.9,1.7,4.1,10.1,23.2,2.9,17.1,2.5
G6PD6,2.0,2.5,2.7,1.7,2.3,3.2,1.4,3.7
AT1G63250;AT2G07750,126.0,170.3,155.2,160.5,119.6,102.6,124.0,109.6
GDU7,10.1,1.6,30.6,7.3,7.6,7.8,2.5,2.0
SRS8,531.9,516.6,485.3,435.9,395.3,427.1,409.3,460.6
AT2G18915,109.3,100.9,124.6,95.3,131.1,98.9,123.3,96.2
SS1,9.0,8.0,1.6,4.1,5.1,6.7,2.1,1.5
SSP4,0.6,0.7,1.0,0.5,0.4,1.0,1.4,1.6
AT2G18950,406.5,445.8,333.1,371.2,271.4,302.8,338.0,307.5
AT2G18960,1702.3,1369.8,2145.8,1720.0,2287.5,1810.3,2002.2,1688.0
STE14A,40.1,20.3,26.1,20.4,13.3,24.8,10.6,27.0
STN8,63.6,34.4,51.7,34.2,42.4,48.5,30.1,44.0
AT2G18990,187.2,266.1,182.7,285.5,198.7,225.5,193.8,271.0
SQE6,16.1,38.8,33.4,32.7,33.3,29.9,38.9,49.3
266944_at,45.0,40.5,32.8,43.2,34.4,41.1,51.5,36.6
AT2G18880,2.4,0.9,2.6,2.3,2.0,1.4,1.6,2.7
SRR1,69.2,74.1,74.2,73.7,60.5,57.9,58.2,52.8
SQP1,2.3,1.7,1.4,1.5,1.0,1.1,3.2,0.9
